title,genre
The Lost King,"درام , کمدی"
"Argentina,","بیوگرافی , جنایی , درام"
The Apology,هیجان انگیز
Violent Night,"اکشن , جنایی , کمدی"
Tár,"درام , موسیقی"
A Jazzman’s Blues,درام
The Beasts,هیجان انگیز
2046,"درام , عاشقانه , علمی تخیلی"
Mindcage,هیجان انگیز
Loving Adults,"جنایی , درام , هیجان انگیز"
Christmas Bloody Christmas,ترسناک
Tom and Jerry: Snowman’s Land,"انیمیشن , کمدی , ماجراجویی"
My Name Is Vendetta,"اکشن , جنایی , درام"
Bardo: False Chronicle of a Handful of Truths,"درام , کمدی"
Nanny,"ترسناک , درام , هیجان انگیز"
Major,"اکشن , بیوگرافی , درام"
God’s Crooked Lines,رازآلود
Goodbye,"خانوادگی , درام , کمدی"
The Swimmers,"بیوگرافی , درام , ورزشی"
The Fabelmans,درام
The Banshees of Inisherin,"درام , کمدی"
Bones and All,"ترسناک , درام , عاشقانه"
Recep Ivedik 7,کمدی
"Lyle, Lyle, Crocodile","انیمیشن , کمدی , ماجراجویی"
Warriors of Future,"اکشن , علمی تخیلی , ماجراجویی"
Prancer: A Christmas Tale,"خانوادگی , درام , فانتزی"
Call Jane,"تاریخی , درام"
Night at the Museum: Kahmunrah Rises Again,"انیمیشن , کمدی , ماجراجویی"
Paradise City,"اکشن , هیجان انگیز"
Guillermo del Toro’s Pinocchio,"انیمیشن , خانوادگی , درام"
Savage Salvation,"اکشن , هیجان انگیز"
Emancipation,"اکشن , هیجان انگیز"
Black Adam,"اکشن , علمی تخیلی , فانتزی"
The Noel Diary,"درام , عاشقانه , کمدی"
A Stasi Comedy,"درام , عاشقانه , کمدی"
The Paloni Show! Halloween Special!,"انیمیشن , ترسناک , کمدی"
GodFather,"اکشن , جنایی , درام"
She Said,"تاریخی , درام"
The Eternal Daughter,"درام , رازآلود"
Till,"بیوگرافی , تاریخی , درام"
Burial,"جنگی , هیجان انگیز"
Good Night Oppy,مستند
Falling for Christmas,"عاشقانه , کمدی"
Lady Chatterley’s Lover,"درام , عاشقانه"
Into the Deep,هیجان انگیز
Blade of the 47 Ronin,"اکشن , درام , فانتزی"
Dear Zoe,درام
Scrooge: A Christmas Carol,"انیمیشن , کمدی , ماجراجویی"
Troll,"اکشن , درام , ماجراجویی"
American Underdog,"بیوگرافی , درام , ورزشی"
Remember,"اکشن , درام , هیجان انگیز"
About Fate,"عاشقانه , کمدی"
Jackass 4.5,"اکشن , کمدی , مستند"
Brother and Sister,درام
Avarice,"اکشن , هیجان انگیز"
Corsage,"بیوگرافی , تاریخی , درام"
Brahmastra Part One: Shiva,"اکشن , فانتزی , ماجراجویی"
The Bob’s Burgers Movie,"انیمیشن , کمدی , ماجراجویی"
Catherine Called Birdy,ماجراجویی
Lost Bullet 2: Back for More,"اکشن , جنایی , هیجان انگیز"
Hocus Pocus 2,"خانوادگی , فانتزی , کمدی"
The Guardians of the Galaxy Holiday Special,"اکشن , کمدی , ماجراجویی"
Don’t Worry Darling,"رازآلود , هیجان انگیز"
Emily the Criminal,"جنایی , درام , هیجان انگیز"
Nope,"ترسناک , رازآلود , علمی تخیلی"
Close,درام
Triangle of Sadness,"درام , کمدی"
Lamborghini: The Man Behind the Legend,"بیوگرافی , درام , ورزشی"
Armageddon Time,درام
The Soul,"درام , رازآلود , علمی تخیلی , معمایی"
Spirited,"خانوادگی , کمدی , موزیکال"
Decision to Leave,"جنایی , درام , رازآلود , معمایی"
Disenchanted,"انیمیشن , خانوادگی , کمدی , ماجراجویی"
The Last Manhunt,وسترن
Slumberland,"خانوادگی , کمدی , ماجراجویی"
The Wonder,"درام , رازآلود , معمایی , هیجان انگیز"
Amsterdam,"تاریخی , درام"
Emily,"بیوگرافی , درام , عاشقانه"
My Father’s Dragon,"انیمیشن , کمدی , ماجراجویی"
Poker Face,"اکشن , جنایی , هیجان انگیز"
Smile,ترسناک
The Deer King,"اکشن , انیمیشن , ماجراجویی , هیجان انگیز"
R.I.P.D. 2: Rise of the Damned,"اکشن , کمدی"
Three Thousand Years of Longing,"درام , عاشقانه , فانتزی"
The Loneliest Boy In The World,"ترسناک , کمدی"
My Policeman,"درام , عاشقانه"
Weird: The Al Yankovic Story,"بیوگرافی , کمدی , موسیقی"
Causeway,درام
Enola Holmes 2,"اکشن , درام , ماجراجویی"
Gigi & Nate,nick hamm
The Woman King,"اکشن , تاریخی , درام"
See How They Run,"رازآلود , کمدی , معمایی"
Wendell and Wild,"انیمیشن , کمدی , ماجراجویی"
The Good Nurse,"بیوگرافی , جنایی , درام"
Robbing Mussolini,"اکشن , جنایی , کمدی"
Ticket to Paradise,"عاشقانه , کمدی"
Barbarian,"ترسناک , هیجان انگیز"
20th Century Girl,"درام , عاشقانه"
The Stranger,"جنایی , درام , هیجان انگیز"
Terrifier 2,damien leone
DC Showcase: Constantine – The House of Mystery,"اکشن , انیمیشن , ترسناک , فانتزی"
Matriarch,ترسناک
Raksha Bandhan,"خانوادگی , درام , کمدی"
Raymond And Ray,"درام , کمدی"
V/H/S/99,ترسناک
Pearl,ترسناک
The School for Good and Evil,"اکشن , درام , فانتزی"
Three Wishes for Cinderella,"خانوادگی , فانتزی"
Medieval,"اکشن , تاریخی , درام"
Old Man,هیجان انگیز
Mortal Kombat Legends: Snow Blind,rick morales
Halloween Ends,"ترسناک , هیجان انگیز"
The Curse of Bridge Hollow,"خانوادگی , کمدی , ماجراجویی"
Rosaline,"عاشقانه , کمدی"
Stars at Noon,"درام , عاشقانه , هیجان انگیز"
Laal Singh Chaddha,"درام , عاشقانه , کمدی"
Bullet Train,"اکشن , کمدی , هیجان انگیز"
Bodies Bodies Bodies,"ترسناک , کمدی , هیجان انگیز"
Grimcutty,"ترسناک , درام , رازآلود , معمایی"
A Journal for Jordan,درام
Guardians of Time,"اکشن , ماجراجویی"
RRR,"اکشن , درام"
Do Revenge,کمدی
Hunt,"اکشن , درام , رازآلود , معمایی"
Significant Other,"درام , رازآلود , علمی تخیلی , معمایی"
Hellraiser,"ترسناک , رازآلود , معمایی , هیجان انگیز"
Luckiest Girl Alive,"درام , رازآلود , هیجان انگیز"
Devil’s Workshop,"ترسناک , درام"
Mr. Harrigan’s Phone,ترسناک
Jeepers Creepers: Reborn,"ترسناک , رازآلود , معمایی , هیجان انگیز"
Entergalactic,"انیمیشن , عاشقانه , کمدی , موسیقی"
Dead for a Dollar,"هیجان انگیز , وسترن"
Vesper,"درام , علمی تخیلی , ماجراجویی"
The Greatest Beer Run Ever,"درام , کمدی , ماجراجویی"
God’s Creatures,درام
Blonde,"بیوگرافی , درام , رازآلود"
Bandit,"جنایی , درام , هیجان انگیز"
Section 8,"اکشن , هیجان انگیز"
The Enforcer,"اکشن , جنایی , درام , هیجان انگیز"
Lou,"اکشن , جنایی , درام"
Athena,"اکشن , درام , هیجان انگیز"
The Infernal Machine,هیجان انگیز
Blank,"درام , علمی تخیلی , هیجان انگیز"
Fortress: Sniper’s Eye,"اکشن , هیجان انگیز"
The Quiet Girl,درام
Jujutsu Kaisen 0: The Movie,"اکشن , انیمیشن , فانتزی , هیجان انگیز"
I Used to Be Famous,"درام , کمدی , موسیقی"
Thor: Love and Thunder,"اکشن , علمی تخیلی , کمدی , ماجراجویی"
Drifting Home,"انیمیشن , درام , ماجراجویی"
Goodnight Mommy,"ترسناک , جنایی , درام"
"Confess, Fletch","جنایی , کمدی"
Speak No Evil,"ترسناک , درام , هیجان انگیز"
The Invitation,"ترسناک , هیجان انگیز"
Breaking,"جنایی , درام , هیجان انگیز"
Fall,هیجان انگیز
Fantastic Beasts: The Secrets of Dumbledore,"خانوادگی , فانتزی , ماجراجویی"
Miss Congeniality,"اکشن , جنایی , عاشقانه , کمدی"
Tiny Cinema,"ترسناک , کمدی"
Khuda Haafiz Chapter 2 Agni Pariksha,"اکشن , جنایی , درام"
End of the Road,"اکشن , جنایی , درام , رازآلود"
Emergency Declaration,"اکشن , درام , هیجان انگیز"
Labor Day,"درام , عاشقانه , هیجان انگیز"
Pinocchio,"درام , کمدی , ماجراجویی"
Beast,"ترسناک , درام , ماجراجویی"
Hansan: Rising Dragon,"اکشن , تاریخی , درام"
Hit: The First Case,"اکشن , جنایی , درام , رازآلود"
Wire Room,"اکشن , هیجان انگیز"
Alcarràs,"درام , ماجراجویی"
Marcel the Shell with Shoes On,"انیمیشن , خانوادگی , کمدی"
Where the Crawdads Sing,"درام , رازآلود , هیجان انگیز"
One Way,"اکشن , هیجان انگیز"
Love in the Villa,"عاشقانه , کمدی"
Nana,"تاریخی , درام"
I Came By,هیجان انگیز
Alienoid,"اکشن , علمی تخیلی , فانتزی"
Bodyguard Seduction,"رازآلود , معمایی , هیجان انگیز"
Look Both Ways,"درام , عاشقانه , کمدی"
Fourth of July,"درام , کمدی"
Seoul Vibe,"اکشن , جنایی , درام"
Sharp Stick,کمدی
Me Time,کمدی
Samaritan,"اکشن , درام , فانتزی"
That’s Amor,"عاشقانه , کمدی"
The Lure,"ترسناک , درام , فانتزی , موزیکال , هیجان انگیز"
DC League of Super-Pets,"اکشن , انیمیشن , کمدی , ماجراجویی , هیجان انگیز"
The Immaculate Room,"درام , هیجان انگیز"
Shamshera,"اکشن , درام , ماجراجویی"
Wood and Water,درام
Fullmetal Alchemist The Revenge of Scar,"اکشن , فانتزی , ماجراجویی"
Orphan: First Kill,"ترسناک , جنایی , درام , رازآلود , معمایی , هیجان انگیز"
Glorious,"ترسناک , هیجان انگیز"
Sniper: Rogue Mission,"اکشن , هیجان انگیز"
Mrs. Harris Goes to Paris,Anthony Fabian
Darlings,"درام , کمدی , هیجان انگیز"
Secret Headquarters,"اکشن , علمی تخیلی , کمدی , ماجراجویی"
Day Shift,"اکشن , فانتزی , کمدی , هیجان انگیز"
Carter,"اکشن , هیجان انگیز"
We’re All Going to the World’s Fair,"ترسناک , درام"
The Yacht,هیجان انگیز
Gritt,درام
Let the Right One In,"ترسناک , درام , عاشقانه , فانتزی"
Seven Years in Tibet,"بیوگرافی , درام , ماجراجویی"
The Crow,"اکشن , جنایی , درام"
Army of Darkness,"ترسناک , کمدی"
Resurrection,"ترسناک , جنایی , درام , رازآلود , هیجان انگیز"
Role Models,کمدی
Elvis,"بیوگرافی , درام , موسیقی"
The Girl with the Dragon Tattoo,"جنایی , درام , رازآلود , معمایی"
A Company Man,"اکشن , جنایی , درام"
Holy Emy,درام
Satantango,درام
Thirteen Lives,"اکشن , بیوگرافی , درام , ماجراجویی"
A Place in the Sun,"درام , عاشقانه"
Courage Under Fire,"اکشن , درام , رازآلود"
Tokyo Godfathers,"انیمیشن , خانوادگی , کمدی , ماجراجویی"
LEGO Star Wars Summer Vacation,"اکشن , انیمیشن , خانوادگی , علمی تخیلی , فانتزی , کمدی"
Dead Man Down,"اکشن , جنایی , درام"
Derailed,"جنایی , درام , هیجان انگیز"
Prey,"اکشن , ترسناک , درام"
Final Portrait,"بیوگرافی , درام , کمدی"
Gulliver’s Travels,"خانوادگی , کمدی , ماجراجویی"
Little Women,"خانوادگی , درام , عاشقانه"
Rise of the Teenage Mutant Ninja Turtles: The Movie,"اکشن , انیمیشن , خانوادگی , علمی تخیلی , فانتزی , کمدی , هیجان انگیز"
Made of Honor,"عاشقانه , کمدی"
Pay It Forward,درام
Luck,"انیمیشن , خانوادگی , فانتزی , کمدی , ماجراجویی"
Gone in the Night,"رازآلود , معمایی , هیجان انگیز"
Wifelike,"علمی تخیلی , هیجان انگیز"
The Breadwinner,"انیمیشن , خانوادگی , درام"
The General’s Daughter,"جنایی , درام , رازآلود"
The Prophet,"انیمیشن , درام"
Veteran,"اکشن , جنایی , کمدی"
Purple Hearts,"درام , عاشقانه , موسیقی"
Witness,"درام , عاشقانه , هیجان انگیز"
Wishmaster,"ترسناک , فانتزی"
The African Queen,"درام , عاشقانه , ماجراجویی"
Secrets and Lies,"درام , کمدی"
Ruby Sparks –  Meine fabelhafte Freundin,"درام , فانتزی , کمدی"
Benediction,"بیوگرافی , جنگی , درام"
Ivan’s Childhood,"جنگی , درام"
Missing,"بیوگرافی , تاریخی , درام"
The Cider House Rules,"درام , عاشقانه"
Ida,درام
Fail Safe,"درام , هیجان انگیز"
Elevator to the Gallows,"جنایی , درام , هیجان انگیز"
Scoop,"جنایی , فانتزی , کمدی"
Honor Society,کمدی
Find Me Guilty,"بیوگرافی , جنایی , درام"
Pitch Black,"اکشن , ترسناک , علمی تخیلی"
Cyrano de Bergerac,"تاریخی , درام , کمدی"
Chaos Theory,"درام , عاشقانه , کمدی"
As Tears Go By,"جنایی , درام , عاشقانه"
Appleseed: Ex Machina,"اکشن , انیمیشن , ماجراجویی"
Appleseed,"اکشن , انیمیشن , ماجراجویی"
The Specialist,"اکشن , درام , هیجان انگیز"
Independence Day,"اکشن , علمی تخیلی , ماجراجویی , هیجان انگیز"
Minions: The Rise of Gru,"انیمیشن , خانوادگی , کمدی , ماجراجویی"
Prizefighter: The Life of Jem Belcher,"بیوگرافی , ورزشی"
The Crying Game,"جنایی , درام , عاشقانه"
The Big Sleep,"film-noir , جنایی , رازآلود"
The Faculty,"ترسناک , رازآلود , علمی تخیلی"
State of Siege,"جنایی , درام , رازآلود"
Sliding Doors,"درام , فانتزی , کمدی"
Rabbit Hole,درام
Murder by Death,"جنایی , رازآلود , کمدی"
