title,cast
Bunker,"Roger Clark,luke baines,Kayla Radomski"
Champions,"woody harrelson,kaitlin olson,Matt Cook"
The Portable Door,"patrick gibson,christoph waltz,sam neill"
Shazam! Fury of the Gods,"zachary levi,asher angel,jack dylan grazer"
Waltair Veerayya,"Chiranjeevi,ravi teja,shruti haasan"
The Kings of the World,"Carlos Andrés Castañeda,Davison Florez,Brahian Acevedo"
Inside,"willem dafoe,Gene Bervoets,Eliza Stuyck"
Frances Ha,"Greta Gerwig,Mickey Sumner,adam driver"
Damascus Cover,"jonathan rhys meyers,olivia thirlby,Jürgen Prochnow"
Bonnie and Clyde,"Warren Beatty,Faye Dunaway,Michael J. Pollard"
Batman and Harley Quinn,"kevin conroy,melissa rauch,Paget Brewster"
A Street Cat Named Bob,"Luke Treadaway,Bob the Cat,Ruta Gedmintas"
Going the Distance,"Drew Barrymore,justin long,ron livingston"
Summit Fever,"Ryan Phillippe,Hannah New,Freddie Thorp"
The Loved Ones,"Xavier Samuel,Robin McLeavy,John Brumpton"
The Crimson Rivers,"jean reno,vincent cassel,Nadia Farès"
Boiling Point,"Stephen Graham,Vinette Robinson,Alice Feetham"
The Conversation,"Gene Hackman,John Cazale,Allen Garfield"
Sword of the Stranger,"tomoya nagase,yuri chinen,kôichi yamadera"
Stolen,"Nicolas Cage,malin akerman,josh lucas"
She’s Funny That Way,"imogen poots,owen wilson,jennifer aniston"
Resident Evil: Damnation,"matthew mercer,Dave Wittenberg,wendee lee"
Regression,"ethan hawke,david thewlis,Emma Watson"
Perfect Strangers,"giuseppe battiston,anna foglietta,marco giallini"
Paper Man,"jeff daniels,emma stone,ryan reynolds"
Me and You and Everyone We Know,"John Hawkes,miranda july,Miles Thompson"
Tetris,"آمریکا , انگلستان"
Kill Boksoon,"Jeon Do-yeon,Hwang Jung-min,Fahim Fazli"
Palm Trees and Power Lines,"Lily McInerny,Gretchen Mol,Emily Jackson"
The Devil Conspiracy,جمهوری چک
Supercell,"Skeet Ulrich,Anne Heche,Daniel Diemer"
Creed III,"tessa thompson,jonathan majors,michael b. jordan"
Murder Mystery 2,"adam sandler,jennifer aniston,mark strong"
Like Someone in Love,"Rin Takanashi,Tadashi Okuno,Ryô Kase"
Late Spring,"Chishû Ryû,Setsuko Hara,Yumeji Tsukioka"
Knight of Cups,"christian bale,cate blanchett,natalie portman"
Justice League: Doom,"kevin conroy,Tim Daly,Susan Eisenberg"
Intruders,"clive owen,carice van houten,Izán Corchero"
Heartbreak Ridge,"clint eastwood,Marsha Mason,Everett McGill"
Assassin,"bruce willis,Andy Allo,dominic purcell"
Mummies,"Óscar Barberán,Ana Esther Alborg,Luis Pérez Reina"
The Quest for Tom Sawyer’s Gold,"Joey Lauren Adams,Patrick Muldoon,Alex Hyde-White"
Avatar: The Way of Water,"zoe saldana,Jamie Flatters,michelle yeoh"
The Magician’s Elephant,"noah jupe,mandy patinkin,brian tyree henry"
Plane,"gerard butler,Daniella Pineda,mike colter"
Pathaan,"shah rukh khan,deepika padukone,john abraham"
Sakra,"Donnie Yen,Yuqi Chen,Eddie Cheung"
All Quiet on the Western Front,"daniel brühl,Sebastian Hülk,Albrecht Schuch"
Metal Lords,"Jaeden Martell,Adrian Greensmith,Isis Hainsworth"
The Lake,"Chakrit Boonkeaw,Naiyana Bumee,Wanmai Chatborirak"
Winnie the Pooh: Blood and Honey,انگلستان
Funny Pages,آمریکا
Boston Strangler,"keira knightley,carrie coon,chris cooper"
The Shadow in My Eye (Skyggen i mit øje),"Bertram Bisgaard Enevoldsen,Ester Birch,Ella Josephine Lund Nilsson"
The Oscars,آمریکا
Cocaine Bear,"Keri Russell,alden ehrenreich,o'shea jackson jr."
The Ritual Killer,"cole hauser,morgan freeman,Murielle Hilaire"
Everything Everywhere All at Once,"michelle yeoh,Stephanie Hsu,Ke Huy Quan"
Dragon Ball Super: Super Hero,"masako nozawa,aya hisakawa,ryô horikawa"
Selena Gomez: My Mind & Me,"Raquelle Stevens,Liana Blackburn,Brent L. Boxberger"
The Ambush,"Omar Bin Haider,Marwan Abdullah,Mohammed Ahmed"
Dasvi,هندوستان
One Piece Film: Red,ژاپن
The Integrity of Joseph Chambers,آمریکا
Luther: The Fallen Sun,"آمریکا , انگلستان"
Roald Dahl’s Matilda the Musical,"Alisha Weir,emma thompson,Lashana Lynch"
Batman: The Doom That Came to Gotham,آمریکا
Operation Fortune: Ruse de guerre,"aubrey plaza,jason statham,Cary Elwes"
M3GAN,"Jenna Davis,Amie Donald,allison williams"
Women Talking,"rooney mara,claire foy,jessie buckley"
The Independent,"brian cox,john cena,ann dowd"
The Inspection,"Jeremy Pope,gabrielle union,bokeem woodbine"
Marlowe,"liam neeson,diane kruger,Jessica Lange"
Missing,"Tim Griffin,Ava Zaria Lee,Nia Long"
Aftersun,"Paul Mescal,Frankie Corio,Celia Rowlson-Hall"
Unwelcome,"hannah john-kamen,Douglas Booth,Colm Meaney"
The Territory,"آمریکا , برزیل , دانمارک"
Ambush,"jonathan rhys meyers,aaron eckhart,Connor Paolo"
Living,"bill nighy,Aimee Lou Wood,alex sharp"
A Man Called Otto,"tom hanks,rachel keller,manuel garcia-rulfo"
Love Under the Lemon Tree,"Maddison Bullock,Anthony Coons"
The Old Way,"Nicolas Cage,Clint Howard,Abraham Benrubi"
Devotion,"jonathan majors,glen powell,Christina Jackson"
Empire of Light,"olivia colman,Micheal Ward,colin firth"
Il Boemo,"Vojtech Dyk,Martina Babisova,Emöke Baráth"
Darby and the Dead,"Riele Downs,Auli'i Cravalho,Chosen Jacobs"
Die Hart: The Movie,"kevin hart,Tyler Antonius,Haley Dumas"
Little Dixie,"frank grillo,annabeth gish,Eric Dane"
We Have a Ghost,"Jahi Di'Allo Winston,david harbour,anthony mackie"
R.M.N.,"Marin Grigore,Judith State,Macrina Barladeanu"
The Strays,"Rosie Akerman,Maria Almeida,Tom Andrews"
The Whale,"brendan fraser,Sadie Sink,ty simpkins"
November,"Jean Dujardin,Anaïs Demoustier,sandrine kiberlain"
Knock at the Cabin,"dave bautista,jonathan groff,ben aldridge"
Diary of a Fleeting Affair,"sandrine kiberlain,Vincent Macaigne,Georgia Scalliet"
Mission Majnu,"Sidharth Malhotra,rashmika mandanna,Parmeet Sethi"
Unlocked,"Si-wan Yim,Woo-hee Chun,Kim Hee-won"
Sharper,"justice smith,Briana Middleton,sebastian stan"
Remember Member (Re/Member),"Kanna Hashimoto,Gordon Maeda,Maika Yamamoto"
Whitney Houston: I Wanna Dance with Somebody,"Naomi Ackie,stanley tucci,ashton sanders"
Narvik: Hitler’s First Defeat,"Billy Campbell,Kristine Hartgen,Stig Henrik Hoff"
Dancing on Glass,"Samantha Vottari,Paula Losada,María Pedraza"
The Son,"vanessa kirby,hugh jackman,anthony hopkins"
At Midnight,"Monica Barbaro,Anders Holm,Jon Rudnitsky"
Infinity Pool,"alexander skarsgård,mia goth,cleopatra coleman"
Saint Omer,"Kayije Kagame,Guslagie Malanda,Valérie Dréville"
Blood,"michelle monaghan,Skeet Ulrich,finlay wojtak-hissong"
One Fine Morning,"léa seydoux,Pascal Greggory,Melvil Poupaud"
Infiesto,"Isak Férriz,Iria del Río,Antonio Buíl"
The Amazing Maurice,"Hugh Laurie,emilia clarke,david thewlis"
Your Place or Mine,"reese witherspoon,Ashton Kutcher,Wesley Kimmel"
On the Line,"mel gibson,william moseley,Alia Seror-O'Neill"
When You Finish Saving the World,"julianne moore,finn wolfhard,Billy Bryk"
Hypersleep,"Stefano Accorsi,Katsiaryna Shulha,Astrid Meloni"
Walk Up,"Yun-hee Cho,Lee Hye-yeong,Lee Hyeyoung"
True Spirit,"Alyla Browne,Teagan Croft,cliff curtis"
Baby Ruby,"Noémie Merlant,kit harington,Meredith Hagner"
Viking Wolf,"Liv Mjönes,Elli Rhiannon Müller Osborne,Arthur Hakalahti"
Decibel,"Rae-won Kim,Cha Eun-Woo,Dal-hwan Jo"
Venus,"ester expósito,Inés Fernández,Ángela Cremonte"
Tori and Lokita,"Pablo Schils,Joely Mbundu,Alban Ukaj"
"Alice, Darling","anna kendrick,kaniehtiio horn,charlie carrick"
New Gods: Yang Jian,"Su Ling Chan,David Chen,Alex Hom"
Legion of Super-Heroes,"jensen ackles,matt bomer,Darin De Paul"
Transfusion,"sam worthington,Phoebe Tonkin,Matt Nable"
A Perfect Pairing,"victoria justice,adam demos,Luca Asta Sardelis"
My Small Land,"Lina Arashi,Takashi Fujii,sei hiraizumi"
Black Panther: Wakanda Forever,"letitia wright,lupita nyong'o,danai gurira"
Evil Eye,"Ofelia Medina,Paola Miguel,Samantha Castillo"
Babylon,"brad pitt,margot robbie,Jean Smart"
Skinamarink,"Jaime Hill,Lucas Paul,Ross Paul"
Doctor G,"ayushmann khurrana,rakul preet singh,shefali shah"
Ram Setu,"akshay kumar,Jacqueline Fernandez,Nushrratt Bharuccha"
You People,"jonah hill,Lauren London,Eddie Murphy"
Shotgun Wedding,"jennifer lopez,josh duhamel,Lenny Kravitz"
Teen Wolf: The Movie,"Ian Bohen,tyler hoechlin,Holland Roden"
Your Christmas or Mine?,"asa butterfield,Cora Kirk,Daniel Mays"
Qala,"Triptii Dimri,Babil Khan,Swastika Mukherjee"
Utama,"José Calcina,Luisa Quispe,Candelaria Quispe"
The Last Client,"Signe Egholm Olsen,Anton Hjejle,Dan Zahle"
The Offering,"Paul Kaye,Nick Blood,Emily Wiseman"
In Our Prime,"Park Hae-Joon,Dong-hwi Kim,Choi Min-sik"
Moloch,"Sallie Harmsen,Anneke Blok,Markoesa Hamer"
Jung_E (جونگ ای),"Kim Hyun-joo,Ryu Kyung-Soo"
Play Dead,"bailee madison,jerry o'connell,Anthony Turpel"
Noise,"Julieta Egurrola,Teresa Ruiz,Érick Israel Consuelo"
Sick,"gideon adlon,Bethlehem Million,Dylan Sprayberry"
Rise (En corps),"Marion Barbeau,Hofesh Shechter,Denis Podalydès"
Kingdom II: Harukanaru Daichi e,"Kento Yamazaki,Ryô Yoshizawa,Kanna Hashimoto"
Project Wolf Hunting,"Seo In-Guk,Dong-Yoon Jang,dong-il sung"
The Blue Caftan,"lubna azabal,Saleh Bakri,Ayoub Missioui"
Stealing Raden Saleh,"Iqbaal Dhiafakhri Ramadhan,Angga Yunanda,Rachel Amanda"
EO,"Sandra Drzymalska,isabelle huppert,Lorenzo Zurzolo"
The Killer,"Jang Hyuk,Seo-young Lee,Bang Eun-Jung"
The Pale Blue Eye,"christian bale,Harry Melling,Simon McBurney"
Jai Bhim,"suriya,Lijo Mol Jose,Manikandan K."
Pacifiction,"Benoît Magimel,Pahoa Mahagafanau,Marc Susini"
Nice View,"Jackson Yee,Yu Tian,Halin Chen"
Batman and Superman: Battle of the Super Sons,"jack dylan grazer,Jack Griffo,laura bailey"
The Menu,"anya taylor-joy,ralph fiennes,nicholas hoult"
Prey for the Devil,"jacqueline byers,Debora Zhecheva,Christian Navarro"
Something from Tiffany’s,"zoey deutch,Kendrick Sampson,Ray Nicholson"
Drishyam 2,"ajay devgn,tabu,akshaye khanna"
Operation Seawolf,"Hiram A. Murray,Andrew Stecker,Apostolos Gliarmis"
The Night of the 12th (La nuit du 12),"Bastien Bouillon,bouli lanners,Théo Cholbi"
White Noise,"adam driver,Greta Gerwig,don cheadle"
Stay the Night,"Andrea Bang,Joe Scarpellino,Humberly González"
Lullaby,"Oona Chaplin,Ramon Rodriguez,Liane Balaban"
A Love Song,"dale dickey,Wes Studi,Michelle Wilson"
"The Boy, the Mole, the Fox and the Horse","Jude Coward Nicoll,tom hollander,idris elba"
Cinco lobitos,"laia costa,susi sánchez,Ramón Barea"
The Storied Life of A.J. Fikry,"christina hendricks,lucy hale,Kunal Nayyar"
American Carnage,"Jenna Ortega,jorge lendeborg jr.,Allen Maldonado"
Strange World,"jake gyllenhaal,Jaboukie Young-White,gabrielle union"
Glass Onion: A Knives Out Mystery,"daniel craig,edward norton,Kate Hudson"
Spiritwalker,"Yoon Kyesang,Ji-Yeon Lim,Yong-woo Park"
The Lost King,"sally hawkins,Shonagh Price,Helen Katamba"
"Argentina,","Ricardo Darín,Gina Mastronicola,Francisco Bertín"
The Apology,"anna gunn,linus roache,janeane garofalo"
Violent Night,"david harbour,john leguizamo"
Tár,آمریکا
A Jazzman’s Blues,"Joshua Boone,Amirah Vann,Solea Pfeiffer"
The Beasts,"Marina Foïs,denis ménochet,Luis Zahera"
2046,"Tony Leung Chiu-wai,Ziyi Zhang,Faye Wong"
Mindcage,"john malkovich,Martin Lawrence,melissa roxburgh"
Loving Adults,"Dar Salim,Sonja Richter,Sus Noreen Jondahl Wilkins"
Christmas Bloody Christmas,"Riley Dandy,Sam Delich,Jonah Ray"
Tom and Jerry: Snowman’s Land,"carlos alazraqui,Kimberly Brooks,Joey D'Auria"
My Name Is Vendetta,"Alessandro Gassmann,Ginevra Francesconi,alessio praticò"
Bardo: False Chronicle of a Handful of Truths,"daniel giménez cacho,Griselda Siciliani,Ximena Lamadrid"
Nanny,"Anna Diop,michelle monaghan,Sinqua Walls"
Major,"adivi sesh,prakash raj,Revathi"
God’s Crooked Lines,"bárbara lennie,eduard fernández,Loreto Mauleón"
Goodbye,"amitabh bachchan,neena gupta,rashmika mandanna"
The Swimmers,"Matthias Schweighöfer,Manal Issa,Nathalie Issa"
The Fabelmans,"michelle williams,gabriel labelle,paul dano"
The Banshees of Inisherin,"colin farrell,brendan gleeson,kerry condon"
Bones and All,"timothée chalamet,taylor russell,Mark Rylance"
Recep Ivedik 7,"sahan gökbakar,Öznur Serçeler,Irfan Kangi"
"Lyle, Lyle, Crocodile","constance wu,javier bardem,scoot mcnairy"
Warriors of Future,"Louis Koo,Ching Wan Lau,Carina Lau"
Prancer: A Christmas Tale,"James Cromwell,Darcey Ewart,Sarah-Jane Potts"
Call Jane,"elizabeth banks,sigourney weaver,chris messina"
Night at the Museum: Kahmunrah Rises Again,"Joshua Bassett,Jamie Demetriou,Alice Isaaz"
Paradise City,"bruce willis,john travolta,stephen dorff"
Guillermo del Toro’s Pinocchio,"Gregory Mann,Ewan McGregor,ron perlman"
Savage Salvation,"robert de niro,Willa Fitzgerald,john malkovich"
Emancipation,"will smith,ben foster,Grant Harvey"
Black Adam,"dwayne johnson,Sarah Shahi,viola davis"
The Noel Diary,"justin hartley,Bonnie Bedelia,Barrett Doss"
A Stasi Comedy,"David Kross,Jörg Schüttauf,Antonia Bill"
The Paloni Show! Halloween Special!,"Macaulay Culkin,Zach Hadel,pamela adlon"
GodFather,"Chiranjeevi,salman khan,nayanthara"
She Said,"carey mulligan,Zoe Kazan,patricia clarkson"
The Eternal Daughter,"tilda swinton,Carly-Sophia Davies,Zinnia Davies-Cooke"
Till,"Danielle Deadwyler,Jalyn Hall,Frankie Faison"
Burial,"tom felton,harriet walter,charlotte vega"
Good Night Oppy,"Angela Bassett,Steve Squyres,Moogega Cooper"
Falling for Christmas,"Lindsay Lohan,Chord Overstreet,George Young"
Lady Chatterley’s Lover,"Emma Corrin,jack o'connell,Matthew Duckett"
Into the Deep,"ella-rae smith,Jessica Alexander,Matthew Daddario"
Blade of the 47 Ronin,"Anna Akana,Mark Dacascos,Teresa Ting"
Dear Zoe,"Sadie Sink,theo rossi,Jessica Capshaw"
Scrooge: A Christmas Carol,"jessie buckley,olivia colman,James Cosmo"
Troll,"Ine Marie Wilmann,Kim Falck,mads sjøgård pettersen"
American Underdog,"zachary levi,anna paquin,Hayden Zaller"
Remember,"Lee Sung-min,Nam Joo-Hyuk,Geun-hyeong Park"
About Fate,"emma roberts,thomas mann,Madelaine Petsch"
Jackass 4.5,"johnny knoxville,Steve-O,Chris Pontius"
Brother and Sister,"marion cotillard,Melvil Poupaud,golshifteh farahani"
Avarice,"Gillian Alexy,Luke Ford,Alexandra Nell"
Corsage,"colin morgan,vicky krieps,Ivana Urban"
Brahmastra Part One: Shiva,"amitabh bachchan,ranbir kapoor,alia bhatt"
The Bob’s Burgers Movie,"H. Jon Benjamin,Kristen Schaal,Dan Mintz"
Catherine Called Birdy,"bella ramsey,Billie Piper,andrew scott"
Lost Bullet 2: Back for More,"alban lenoir,Stéfi Celma,sébastien lalanne"
Hocus Pocus 2,"Bette Midler,Kathy Najimy,Sarah Jessica Parker"
The Guardians of the Galaxy Holiday Special,"chris pratt,Pom Klementieff,dave bautista"
Don’t Worry Darling,"olivia wilde,florence pugh,chris pine"
Emily the Criminal,"aubrey plaza,theo rossi,Bernardo Badillo"
Nope,"daniel kaluuya,Keke Palmer,Brandon Perea"
Close,"Eden Dambrine,Gustav De Waele,Émilie Dequenne"
Triangle of Sadness,"Thobias Thorwid,Harris Dickinson,Charlbi Dean"
Lamborghini: The Man Behind the Legend,"frank grillo,Mira Sorvino,Eliana Jones"
Armageddon Time,"Banks Repeta,anne hathaway,Jeremy Strong"
The Soul,"Chang Chen,Janine Chun-Ning Chang,Anke Sun"
Spirited,"ryan reynolds,will ferrell,Joe Tippett"
Decision to Leave,"Tang Wei,Park Hae-il,Go Kyung-Pyo"
Disenchanted,"amy adams,Patrick Dempsey,maya rudolph"
The Last Manhunt,"martin sensmeier,Mainei Kinimaka,zahn mcclarnon"
Slumberland,"jason momoa,kyle chandler,chris o'dowd"
The Wonder,"آمریکا , انگلستان , ایرلند"
Amsterdam,"anya taylor-joy,margot robbie,robert de niro"
Emily,"آمریکا , انگلستان"
My Father’s Dragon,"آمریکا , ایرلند"
Poker Face,"liam hemsworth,Lynn Gilmartin,russell crowe"
Smile,"sosie bacon,jessie t. usher,Kyle Gallner"
The Deer King,"Shin'ichi Tsutsumi,Ryoma Takeuchi,Anne Watanabe"
R.I.P.D. 2: Rise of the Damned,"jeffrey donovan,penelope mitchell,Richard Brake"
Three Thousand Years of Longing,"tilda swinton,idris elba,Pia Thunderbolt"
The Loneliest Boy In The World,"Max Harwood,hero fiennes tiffin,Susan Wokoma"
My Policeman,"Harry Styles,Emma Corrin,Gina McKee"
Weird: The Al Yankovic Story,"diedrich bader,Daniel Radcliffe,lin-manuel miranda"
Causeway,"jennifer lawrence,brian tyree henry,Linda Emond"
Enola Holmes 2,"millie bobby brown,henry cavill,helena bonham carter"
Gigi & Nate,"آمریکا , انگلستان , سوئیس"
The Woman King,"viola davis,Thuso Mbedu,Lashana Lynch"
See How They Run,"Kieran Hodgson,Pearl Chanda,Gregory Cox"
Wendell and Wild,"Lyric Ross,keegan-michael key,jordan peele"
The Good Nurse,"jessica chastain,eddie redmayne,kim dickens"
Robbing Mussolini,"Giorgio Antonini,Enrico Bergamasco,Giovanni James Bertoia"
Ticket to Paradise,"george clooney,Sean Lynch,julia roberts"
Barbarian,"georgina campbell,Bill Skarsgård,justin long"
20th Century Girl,"Kim Yoo-jeong,Han Hyo-joo,Harrison Xu"
The Stranger,"Jada Alberts,Cormac Wright,Steve Mouzakis"
Terrifier 2,آمریکا
DC Showcase: Constantine – The House of Mystery,"matt ryan,ray chase,robin atkin downes"
Matriarch,"Jemima Rooper,kate dickie,Sarah Paul"
Raksha Bandhan,"akshay kumar,Sadia Khateeb,bhumi pednekar"
Raymond And Ray,"Ewan McGregor,Jalyn Baiden,ethan hawke"
V/H/S/99,آمریکا
Pearl,"David Corenswet,mia goth,Emma Jenkins-Purro"
The School for Good and Evil,"Rachel Bloom,charlize theron,cate blanchett"
Three Wishes for Cinderella,"Astrid S,Cengiz Al,Ellen Dorrit Petersen"
Medieval,"ben foster,sophie lowe,michael caine"
Old Man,"stephen lang,Marc Senter,patch darragh"
Mortal Kombat Legends: Snow Blind,آمریکا
Halloween Ends,"jamie lee curtis,andi matichak,james jude courtney"
The Curse of Bridge Hollow,"Priah Ferguson,Lauren Lapkus,marlon wayans"
Rosaline,"kaitlyn dever,Isabela Merced,sean teale"
Stars at Noon,"margaret qualley,Joe Alwyn,benny safdie"
Laal Singh Chaddha,"aamir khan,Ahmad Ibn Umar,Kareena Kapoor"
Bullet Train,"brad pitt,joey king,aaron taylor-johnson"
Bodies Bodies Bodies,"amandla stenberg,Maria Bakalova,Rachel Sennott"
Grimcutty,"Sara Wolfkind,Shannyn Sossamon,Usman Ally"
A Journal for Jordan,"michael b. jordan,chanté adams,Jalon Christian"
Guardians of Time,"Katie Burgess,Ava Torres,Natalie Daniels"
RRR,"n.t. rama rao jr.,Ram Charan Teja,ajay devgn"
Do Revenge,"camila mendes,Maya Hawke,austin abrams"
Hunt,"Lee Jung-jae,Jung Woo-sung,Heo Sung-tae"
Significant Other,"maika monroe,jake lacy,Matthew Yang King"
Hellraiser,"Odessa A’zion,jamie clayton,Adam Faison"
Luckiest Girl Alive,"mila kunis,Justine Lupe,jennifer beals"
Devil’s Workshop,"Radha Mitchell,Timothy Granaderos,emile hirsch"
Mr. Harrigan’s Phone,"donald sutherland,Jaeden Martell,Kirby Howell-Baptiste"
Jeepers Creepers: Reborn,"Gary Graham,dee wallace,Timo Vuorensola"
Entergalactic,"timothée chalamet,vanessa hudgens,keith david"
Dead for a Dollar,"rachel brosnahan,willem dafoe,christoph waltz"
Vesper,"Raffiella Chapman,eddie marsan,Rosy McEwen"
The Greatest Beer Run Ever,"zac efron,russell crowe,bill murray"
God’s Creatures,"emily watson,Paul Mescal,Aisling Franciosi"
Blonde,"Ana de Armas,Lucy DeVito,garret dillahunt"
Bandit,"josh duhamel,Elisha Cuthbert,Nestor Carbonell"
Section 8,"mickey rourke,dermot mulroney,scott adkins"
The Enforcer,"antonio banderas,kate bosworth,Mojean Aria"
Lou,"allison janney,Jurnee Smollett,logan marshall-green"
Athena,"Dali Benssalah,Sami Slimane,Anthony Bajon"
The Infernal Machine,"guy pearce,alice eve,alex pettyfer"
Blank,"Rachel Shelley,Heida Reed,Wayne Brady"
Fortress: Sniper’s Eye,"Jesse Metcalfe,bruce willis,Chad Michael Murray"
The Quiet Girl,"Catherine Clinch,Carrie Crowley,Andrew Bennett"
Jujutsu Kaisen 0: The Movie,"Chinatsu Akasaki,Aya Endô,kana hanazawa"
I Used to Be Famous,"ed skrein,Eleanor Matsuura,eoin macken"
Thor: Love and Thunder,"chris hemsworth,natalie portman,christian bale"
Drifting Home,"Daiki Yamashita,kana hanazawa,Mutsumi Tamura"
Goodnight Mommy,"naomi watts,Cameron Crovetti,Nicholas Crovetti"
"Confess, Fletch","jon hamm,marcia gay harden,kyle maclachlan"
Speak No Evil,"Morten Burian,Sidsel Siem Koch,Fedja van Huêt"
The Invitation,"Nathalie Emmanuel,Thomas Doherty,Stephanie Corneliussen"
Breaking,"john boyega,nicole beharie,Selenis Leyva"
Fall,"Grace Caroline Currey,virginia gardner,Mason Gooding"
Fantastic Beasts: The Secrets of Dumbledore,"eddie redmayne,jude law,Ezra Miller"
Miss Congeniality,"sandra bullock,michael caine,benjamin bratt"
Tiny Cinema,"Khaliel Abdelrahim,Kristina Clifford,Tyler Cornack"
Khuda Haafiz Chapter 2 Agni Pariksha,"vidyut jammwal,Shivaleeka Oberoi,Dibyendu Bhattacharya"
End of the Road,"Mychala Lee,Shaun Dixon,Frances Lee McCain"
Emergency Declaration,"Song Kang-ho,Lee Byung-Hun,Jeon Do-yeon"
Labor Day,"kate winslet,josh brolin,Gattlin Griffith"
Pinocchio,"joseph gordon-levitt,tom hanks,Benjamin Evan Ainsworth"
Beast,"Liyabuya Gongo,Martin Munro,Daniel Hadebe"
